variant,agent,session_id,turn_idx,row_ts,observed_latency_ms,prompt_len,chosen,confidence,fallback,path,n_tokens_est,expected_out_tokens,projected_cost_usd,projected_latency_ms,tool_required,has_url,code_fence_count,scores_json
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,2,2026-04-15T04:16:01.735037,0.39,33,claude,0.7979,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 0.7979, ""gemini"": 0.1729, ""gemma4"": 0.567}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,4,2026-04-15T04:16:01.735037,0.39,346,gemini,0.8757,False,scored,86,172,0.0004558,60.199999999999996,False,False,0,"{""claude"": 0.0286, ""gemini"": 0.8757, ""gemma4"": 0.5144}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,6,2026-04-15T04:16:01.735037,0.39,49,claude,0.8039,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.8039, ""gemini"": 0.1555, ""gemma4"": 0.5723}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,8,2026-04-15T04:16:01.735037,0.39,25,gemini,0.6214,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.4051, ""gemini"": 0.6214, ""gemma4"": 0.5144}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,10,2026-04-15T04:16:01.735037,0.39,23,claude,0.801,False,scored,5,10,0.000165,6.0,False,False,0,"{""claude"": 0.801, ""gemini"": 0.2191, ""gemma4"": 0.5223}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,12,2026-04-15T04:16:01.735037,0.39,36,claude,0.8885,False,scored,9,18,0.000297,10.799999999999999,False,False,0,"{""claude"": 0.8885, ""gemini"": 0.1215, ""gemma4"": 0.5263}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,14,2026-04-15T04:16:01.735037,0.39,27,gemma4,0.6702,True,scored,6,12,0.0,0.96,False,False,0,"{""claude"": 0.6753, ""gemini"": 0.1953, ""gemma4"": 0.6702}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,16,2026-04-15T04:16:01.735037,0.39,230,claude,0.7259,False,scored,57,114,0.001881,68.4,False,True,0,"{""claude"": 0.7259, ""gemini"": 0.3517, ""gemma4"": 0.5854}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,18,2026-04-15T04:16:01.735037,0.39,89,gemma4,0.5256,True,scored,22,44,0.0,3.5199999999999996,False,False,0,"{""claude"": 0.4968, ""gemini"": 0.494, ""gemma4"": 0.5256}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,20,2026-04-15T04:16:01.735037,0.39,561,gemini,0.8559,False,scored,140,280,0.000742,98.00000000000001,False,False,0,"{""claude"": -0.0888, ""gemini"": 0.8559, ""gemma4"": 0.5692}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T04:16:23.427025,0.39,2328,claude,0.7317,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.7317, ""gemini"": -0.022, ""gemma4"": -0.0422}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,2,2026-04-15T04:16:23.427025,0.39,33,claude,0.7979,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 0.7979, ""gemini"": 0.1729, ""gemma4"": 0.567}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,4,2026-04-15T04:16:23.427025,0.39,346,gemini,0.8757,False,scored,86,172,0.0004558,60.199999999999996,False,False,0,"{""claude"": 0.0286, ""gemini"": 0.8757, ""gemma4"": 0.5144}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,6,2026-04-15T04:16:23.427025,0.39,49,claude,0.8039,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.8039, ""gemini"": 0.1555, ""gemma4"": 0.5723}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,8,2026-04-15T04:16:23.427025,0.39,25,gemini,0.6214,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.4051, ""gemini"": 0.6214, ""gemma4"": 0.5144}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,10,2026-04-15T04:16:23.427025,0.39,23,claude,0.801,False,scored,5,10,0.000165,6.0,False,False,0,"{""claude"": 0.801, ""gemini"": 0.2191, ""gemma4"": 0.5223}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,12,2026-04-15T04:16:23.427025,0.39,36,claude,0.8885,False,scored,9,18,0.000297,10.799999999999999,False,False,0,"{""claude"": 0.8885, ""gemini"": 0.1215, ""gemma4"": 0.5263}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,14,2026-04-15T04:16:23.427025,0.39,27,gemma4,0.6702,True,scored,6,12,0.0,0.96,False,False,0,"{""claude"": 0.6753, ""gemini"": 0.1953, ""gemma4"": 0.6702}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,16,2026-04-15T04:16:23.427025,0.39,230,claude,0.7259,False,scored,57,114,0.001881,68.4,False,True,0,"{""claude"": 0.7259, ""gemini"": 0.3517, ""gemma4"": 0.5854}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,18,2026-04-15T04:16:23.427025,0.39,89,gemma4,0.5256,True,scored,22,44,0.0,3.5199999999999996,False,False,0,"{""claude"": 0.4968, ""gemini"": 0.494, ""gemma4"": 0.5256}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,20,2026-04-15T04:16:23.427025,0.39,561,gemini,0.8559,False,scored,140,280,0.000742,98.00000000000001,False,False,0,"{""claude"": -0.0888, ""gemini"": 0.8559, ""gemma4"": 0.5692}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T04:17:08.245893,0.39,2328,claude,0.7317,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.7317, ""gemini"": -0.022, ""gemma4"": -0.0422}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,2,2026-04-15T04:17:08.245893,0.39,33,claude,0.7979,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 0.7979, ""gemini"": 0.1729, ""gemma4"": 0.567}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,4,2026-04-15T04:17:08.245893,0.39,346,gemini,0.8757,False,scored,86,172,0.0004558,60.199999999999996,False,False,0,"{""claude"": 0.0286, ""gemini"": 0.8757, ""gemma4"": 0.5144}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,6,2026-04-15T04:17:08.245893,0.39,49,claude,0.8039,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.8039, ""gemini"": 0.1555, ""gemma4"": 0.5723}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,8,2026-04-15T04:17:08.245893,0.39,25,gemini,0.6214,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.4051, ""gemini"": 0.6214, ""gemma4"": 0.5144}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,10,2026-04-15T04:17:08.245893,0.39,23,claude,0.801,False,scored,5,10,0.000165,6.0,False,False,0,"{""claude"": 0.801, ""gemini"": 0.2191, ""gemma4"": 0.5223}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,12,2026-04-15T04:17:08.245893,0.39,36,claude,0.8885,False,scored,9,18,0.000297,10.799999999999999,False,False,0,"{""claude"": 0.8885, ""gemini"": 0.1215, ""gemma4"": 0.5263}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,14,2026-04-15T04:17:08.245893,0.39,27,gemma4,0.6702,True,scored,6,12,0.0,0.96,False,False,0,"{""claude"": 0.6753, ""gemini"": 0.1953, ""gemma4"": 0.6702}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,16,2026-04-15T04:17:08.245893,0.39,230,claude,0.7259,False,scored,57,114,0.001881,68.4,False,True,0,"{""claude"": 0.7259, ""gemini"": 0.3517, ""gemma4"": 0.5854}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,18,2026-04-15T04:17:08.245893,0.39,89,gemma4,0.5256,True,scored,22,44,0.0,3.5199999999999996,False,False,0,"{""claude"": 0.4968, ""gemini"": 0.494, ""gemma4"": 0.5256}"
latency_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,20,2026-04-15T04:17:08.245893,0.39,561,gemini,0.8559,False,scored,140,280,0.000742,98.00000000000001,False,False,0,"{""claude"": -0.0888, ""gemini"": 0.8559, ""gemma4"": 0.5692}"
latency_heavy,jetski,jetski:default_session,0,2026-04-15T01:51:05.397323,1.9,5,gemma4,1.2619,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.0719, ""gemini"": 0.1647, ""gemma4"": 1.2619}"
latency_heavy,jetski,jetski:default_session,0,2026-04-15T02:09:37.141614,1.9,5,gemma4,1.3119,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.0719, ""gemini"": 0.1647, ""gemma4"": 1.3119}"
latency_heavy,jetski,jetski:default_session,0,2026-04-15T02:46:26.379948,1.9,5,gemma4,1.3119,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.0719, ""gemini"": 0.1647, ""gemma4"": 1.3119}"
latency_heavy,jetski,jetski:default_session,0,2026-04-15T04:16:03.484011,1.9,5,gemma4,1.3119,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.0719, ""gemini"": 0.1647, ""gemma4"": 1.3119}"
latency_heavy,jetski,jetski:default_session,0,2026-04-15T04:16:23.765506,1.9,5,gemma4,1.3119,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.0719, ""gemini"": 0.1647, ""gemma4"": 1.3119}"
latency_heavy,jetski,jetski:default_session,0,2026-04-15T04:17:08.726120,1.9,5,gemma4,1.3119,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.0719, ""gemini"": 0.1647, ""gemma4"": 1.3119}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T02:09:37.772740,0.37,2328,claude,0.7317,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.7317, ""gemini"": -0.072, ""gemma4"": -0.0422}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T02:46:26.624770,0.34,2328,claude,0.7817,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.7817, ""gemini"": -0.072, ""gemma4"": -0.0422}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,2,2026-04-15T02:46:26.624770,0.34,33,claude,0.7979,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 0.7979, ""gemini"": 0.1729, ""gemma4"": 0.567}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,4,2026-04-15T02:46:26.624770,0.34,346,gemini,0.8757,False,scored,86,172,0.0004558,60.199999999999996,False,False,0,"{""claude"": 0.0286, ""gemini"": 0.8757, ""gemma4"": 0.5144}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,6,2026-04-15T02:46:26.624770,0.34,49,claude,0.8039,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.8039, ""gemini"": 0.1555, ""gemma4"": 0.5723}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,8,2026-04-15T02:46:26.624770,0.34,25,gemini,0.6214,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.4051, ""gemini"": 0.6214, ""gemma4"": 0.5144}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,10,2026-04-15T02:46:26.624770,0.34,23,claude,0.801,False,scored,5,10,0.000165,6.0,False,False,0,"{""claude"": 0.801, ""gemini"": 0.2191, ""gemma4"": 0.5223}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,12,2026-04-15T02:46:26.624770,0.34,36,claude,0.8885,False,scored,9,18,0.000297,10.799999999999999,False,False,0,"{""claude"": 0.8885, ""gemini"": 0.1215, ""gemma4"": 0.5263}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,14,2026-04-15T02:46:26.624770,0.34,27,gemma4,0.6702,True,scored,6,12,0.0,0.96,False,False,0,"{""claude"": 0.6753, ""gemini"": 0.1953, ""gemma4"": 0.6702}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,16,2026-04-15T02:46:26.624770,0.34,230,claude,0.7259,False,scored,57,114,0.001881,68.4,False,True,0,"{""claude"": 0.7259, ""gemini"": 0.3517, ""gemma4"": 0.5854}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T04:16:03.882487,7.98,2328,claude,0.7817,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.7817, ""gemini"": -0.072, ""gemma4"": -0.0422}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,2,2026-04-15T04:16:03.882487,7.98,33,claude,0.7979,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 0.7979, ""gemini"": 0.1729, ""gemma4"": 0.567}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,4,2026-04-15T04:16:03.882487,7.98,346,gemini,0.8757,False,scored,86,172,0.0004558,60.199999999999996,False,False,0,"{""claude"": 0.0286, ""gemini"": 0.8757, ""gemma4"": 0.5144}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,6,2026-04-15T04:16:03.882487,7.98,49,claude,0.8039,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.8039, ""gemini"": 0.1555, ""gemma4"": 0.5723}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,8,2026-04-15T04:16:03.882487,7.98,25,gemini,0.6214,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.4051, ""gemini"": 0.6214, ""gemma4"": 0.5144}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,10,2026-04-15T04:16:03.882487,7.98,23,claude,0.801,False,scored,5,10,0.000165,6.0,False,False,0,"{""claude"": 0.801, ""gemini"": 0.2191, ""gemma4"": 0.5223}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,12,2026-04-15T04:16:03.882487,7.98,36,claude,0.8885,False,scored,9,18,0.000297,10.799999999999999,False,False,0,"{""claude"": 0.8885, ""gemini"": 0.1215, ""gemma4"": 0.5263}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,14,2026-04-15T04:16:03.882487,7.98,27,gemma4,0.6702,True,scored,6,12,0.0,0.96,False,False,0,"{""claude"": 0.6753, ""gemini"": 0.1953, ""gemma4"": 0.6702}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,16,2026-04-15T04:16:03.882487,7.98,230,claude,0.7259,False,scored,57,114,0.001881,68.4,False,True,0,"{""claude"": 0.7259, ""gemini"": 0.3517, ""gemma4"": 0.5854}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,18,2026-04-15T04:16:03.882487,7.98,89,gemma4,0.5256,True,scored,22,44,0.0,3.5199999999999996,False,False,0,"{""claude"": 0.4968, ""gemini"": 0.494, ""gemma4"": 0.5256}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,20,2026-04-15T04:16:03.882487,7.98,561,gemini,0.8559,False,scored,140,280,0.000742,98.00000000000001,False,False,0,"{""claude"": -0.0888, ""gemini"": 0.8559, ""gemma4"": 0.5692}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T04:16:24.118031,7.98,2328,claude,0.7317,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.7317, ""gemini"": -0.022, ""gemma4"": -0.0422}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,2,2026-04-15T04:16:24.118031,7.98,33,claude,0.7979,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 0.7979, ""gemini"": 0.1729, ""gemma4"": 0.567}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,4,2026-04-15T04:16:24.118031,7.98,346,gemini,0.8757,False,scored,86,172,0.0004558,60.199999999999996,False,False,0,"{""claude"": 0.0286, ""gemini"": 0.8757, ""gemma4"": 0.5144}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,6,2026-04-15T04:16:24.118031,7.98,49,claude,0.8039,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.8039, ""gemini"": 0.1555, ""gemma4"": 0.5723}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,8,2026-04-15T04:16:24.118031,7.98,25,gemini,0.6214,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.4051, ""gemini"": 0.6214, ""gemma4"": 0.5144}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,10,2026-04-15T04:16:24.118031,7.98,23,claude,0.801,False,scored,5,10,0.000165,6.0,False,False,0,"{""claude"": 0.801, ""gemini"": 0.2191, ""gemma4"": 0.5223}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,12,2026-04-15T04:16:24.118031,7.98,36,claude,0.8885,False,scored,9,18,0.000297,10.799999999999999,False,False,0,"{""claude"": 0.8885, ""gemini"": 0.1215, ""gemma4"": 0.5263}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,14,2026-04-15T04:16:24.118031,7.98,27,gemma4,0.6702,True,scored,6,12,0.0,0.96,False,False,0,"{""claude"": 0.6753, ""gemini"": 0.1953, ""gemma4"": 0.6702}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,16,2026-04-15T04:16:24.118031,7.98,230,claude,0.7259,False,scored,57,114,0.001881,68.4,False,True,0,"{""claude"": 0.7259, ""gemini"": 0.3517, ""gemma4"": 0.5854}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,18,2026-04-15T04:16:24.118031,7.98,89,gemma4,0.5256,True,scored,22,44,0.0,3.5199999999999996,False,False,0,"{""claude"": 0.4968, ""gemini"": 0.494, ""gemma4"": 0.5256}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,20,2026-04-15T04:16:24.118031,7.98,561,gemini,0.8559,False,scored,140,280,0.000742,98.00000000000001,False,False,0,"{""claude"": -0.0888, ""gemini"": 0.8559, ""gemma4"": 0.5692}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T04:17:08.963557,7.98,2328,claude,0.7317,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.7317, ""gemini"": -0.022, ""gemma4"": -0.0422}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,2,2026-04-15T04:17:08.963557,7.98,33,claude,0.7979,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 0.7979, ""gemini"": 0.1729, ""gemma4"": 0.567}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,4,2026-04-15T04:17:08.963557,7.98,346,gemini,0.8757,False,scored,86,172,0.0004558,60.199999999999996,False,False,0,"{""claude"": 0.0286, ""gemini"": 0.8757, ""gemma4"": 0.5144}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,6,2026-04-15T04:17:08.963557,7.98,49,claude,0.8039,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.8039, ""gemini"": 0.1555, ""gemma4"": 0.5723}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,8,2026-04-15T04:17:08.963557,7.98,25,gemini,0.6214,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.4051, ""gemini"": 0.6214, ""gemma4"": 0.5144}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,10,2026-04-15T04:17:08.963557,7.98,23,claude,0.801,False,scored,5,10,0.000165,6.0,False,False,0,"{""claude"": 0.801, ""gemini"": 0.2191, ""gemma4"": 0.5223}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,12,2026-04-15T04:17:08.963557,7.98,36,claude,0.8885,False,scored,9,18,0.000297,10.799999999999999,False,False,0,"{""claude"": 0.8885, ""gemini"": 0.1215, ""gemma4"": 0.5263}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,14,2026-04-15T04:17:08.963557,7.98,27,gemma4,0.6702,True,scored,6,12,0.0,0.96,False,False,0,"{""claude"": 0.6753, ""gemini"": 0.1953, ""gemma4"": 0.6702}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,16,2026-04-15T04:17:08.963557,7.98,230,claude,0.7259,False,scored,57,114,0.001881,68.4,False,True,0,"{""claude"": 0.7259, ""gemini"": 0.3517, ""gemma4"": 0.5854}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,18,2026-04-15T04:17:08.963557,7.98,89,gemma4,0.5256,True,scored,22,44,0.0,3.5199999999999996,False,False,0,"{""claude"": 0.4968, ""gemini"": 0.494, ""gemma4"": 0.5256}"
latency_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,20,2026-04-15T04:17:08.963557,7.98,561,gemini,0.8559,False,scored,140,280,0.000742,98.00000000000001,False,False,0,"{""claude"": -0.0888, ""gemini"": 0.8559, ""gemma4"": 0.5692}"
quality_heavy,claude_code,claude_code:demo-session-001,0,2026-04-17T20:09:29.446935,1300,29,claude,1.1587,False,scored,7,14,0.000231,8.4,False,False,0,"{""claude"": 1.1587, ""gemini"": 0.583, ""gemma4"": 0.7557}"
quality_heavy,claude_code,claude_code:demo-session-001,2,2026-04-17T20:09:29.446935,1300,41,claude,1.2383,False,scored,10,20,0.00033,12.0,False,False,0,"{""claude"": 1.2383, ""gemini"": 0.5612, ""gemma4"": 0.747}"
quality_heavy,claude_code,claude_code:demo-session-001,4,2026-04-17T20:09:29.446935,1300,26,gemini,1.3905,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.1292, ""gemini"": 1.3905, ""gemma4"": 1.0281}"
quality_heavy,claude_code,claude_code:demo-session-001,6,2026-04-17T20:09:29.446935,1300,51,claude,0.9229,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.9229, ""gemini"": 0.8447, ""gemma4"": 0.7781}"
quality_heavy,claude_code,claude_code:demo-session-001,8,2026-04-17T20:09:29.446935,1300,22,gemma4,1.1509,False,scored,5,10,0.0,0.8,False,False,0,"{""claude"": 1.0975, ""gemini"": 0.2999, ""gemma4"": 1.1509}"
quality_heavy,claude_code,claude_code:demo-session-001,10,2026-04-17T20:09:29.446935,1300,32,claude,1.2502,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 1.2502, ""gemini"": 0.1232, ""gemma4"": 1.1737}"
quality_heavy,claude_code,claude_code:demo-session-001,0,2026-04-18T02:00:36.022352,1300,29,claude,1.2087,False,scored,7,14,0.000231,8.4,False,False,0,"{""claude"": 1.2087, ""gemini"": 0.583, ""gemma4"": 0.7557}"
quality_heavy,claude_code,claude_code:demo-session-001,2,2026-04-18T02:00:36.022352,1300,41,claude,1.2383,False,scored,10,20,0.00033,12.0,False,False,0,"{""claude"": 1.2383, ""gemini"": 0.5612, ""gemma4"": 0.747}"
quality_heavy,claude_code,claude_code:demo-session-001,4,2026-04-18T02:00:36.022352,1300,26,gemini,1.3905,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.1292, ""gemini"": 1.3905, ""gemma4"": 1.0281}"
quality_heavy,claude_code,claude_code:demo-session-001,6,2026-04-18T02:00:36.022352,1300,51,claude,0.9229,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.9229, ""gemini"": 0.8447, ""gemma4"": 0.7781}"
quality_heavy,claude_code,claude_code:demo-session-001,8,2026-04-18T02:00:36.022352,1300,22,gemma4,1.1509,False,scored,5,10,0.0,0.8,False,False,0,"{""claude"": 1.0975, ""gemini"": 0.2999, ""gemma4"": 1.1509}"
quality_heavy,claude_code,claude_code:demo-session-001,10,2026-04-18T02:00:36.022352,1300,32,claude,1.2502,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 1.2502, ""gemini"": 0.1232, ""gemma4"": 1.1737}"
quality_heavy,claude_code,claude_code:f990c63e-cf39-43c4-92f6-e0d26e23ae72,0,2026-04-18T02:01:16.369348,4.41,54,claude,1.8252,False,scored,13,26,0.000429,15.6,False,False,0,"{""claude"": 1.8252, ""gemini"": 0.1529, ""gemma4"": 0.5173}"
quality_heavy,claude_code,claude_code:f990c63e-cf39-43c4-92f6-e0d26e23ae72,2,2026-04-18T02:01:16.369348,4.41,3,gemma4,1.0639,True,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.439, ""gemini"": 1.0467, ""gemma4"": 1.0639}"
quality_heavy,claude_code,claude_code:f990c63e-cf39-43c4-92f6-e0d26e23ae72,4,2026-04-18T02:01:16.369348,4.41,3,gemma4,1.1139,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.389, ""gemini"": 1.0467, ""gemma4"": 1.1139}"
quality_heavy,claude_code,claude_code:0c7e8d3a-f6f8-4fbd-8b4f-8c4fea7caddb,0,2026-04-18T02:01:52.756732,5.36,29,claude,1.2517,False,scored,7,14,0.000231,8.4,False,False,0,"{""claude"": 1.2517, ""gemini"": 0.2884, ""gemma4"": 0.9574}"
quality_heavy,claude_code,claude_code:0c7e8d3a-f6f8-4fbd-8b4f-8c4fea7caddb,2,2026-04-18T02:01:52.756732,5.36,4628,claude,2.1463,False,scored,1157,1024,0.018831,614.4,True,False,1,"{""claude"": 2.1463, ""gemini"": 0.0676, ""gemma4"": 0.0436}"
quality_heavy,claude_code,claude_code:0c7e8d3a-f6f8-4fbd-8b4f-8c4fea7caddb,4,2026-04-18T02:01:52.756732,5.36,4975,claude,1.8171,False,scored,1243,1024,0.019089,614.4,True,False,2,"{""claude"": 1.8171, ""gemini"": 0.2208, ""gemma4"": 0.2185}"
